normalization,word_ngram,char_ngram,char_weight,location_boost,mode,queries,recall_at_50,queries_with_hit,benchmark_mix_63_cold_37_warm
plain,unigram,2_to_2,0.4,0.0,cold,2500,0.23277999999999996,603,0.23851405128205128
plain,unigram,2_to_2,0.4,0.0,warm,2500,0.24827743589743587,645,0.23851405128205128
plain,unigram,2_to_2,0.4,0.1,cold,2500,0.33496,860,0.34266121794871796
plain,unigram,2_to_2,0.4,0.1,warm,2500,0.3557741025641026,921,0.34266121794871796
plain,unigram,2_to_2,0.4,0.2,cold,2500,0.4128933333333332,1056,0.4204394358974358
plain,unigram,2_to_2,0.4,0.2,warm,2500,0.4332882051282051,1115,0.4204394358974358
plain,unigram,2_to_2,0.4,0.3,cold,2500,0.48153333333333337,1227,0.490448435897436
plain,unigram,2_to_2,0.4,0.3,warm,2500,0.5056282051282053,1295,0.490448435897436
plain,unigram,2_to_2,0.4,0.4,cold,2500,0.50976,1298,0.5179351025641026
plain,unigram,2_to_2,0.4,0.4,warm,2500,0.5318548717948718,1360,0.5179351025641026
plain,unigram,2_to_2,0.4,0.5,cold,2500,0.51456,1309,0.523117435897436
plain,unigram,2_to_2,0.4,0.5,warm,2500,0.5376882051282053,1374,0.523117435897436
plain,unigram,2_to_2,0.4,0.56,cold,2500,0.51456,1309,0.523265435897436
plain,unigram,2_to_2,0.4,0.56,warm,2500,0.5380882051282052,1375,0.523265435897436
plain,unigram,2_to_2,0.4,0.6,cold,2500,0.51456,1309,0.523265435897436
plain,unigram,2_to_2,0.4,0.6,warm,2500,0.5380882051282052,1375,0.523265435897436
plain,unigram,2_to_2,0.4,0.7,cold,2500,0.51456,1309,0.523265435897436
plain,unigram,2_to_2,0.4,0.7,warm,2500,0.5380882051282052,1375,0.523265435897436
plain,unigram,2_to_2,0.4,0.8,cold,2500,0.51456,1309,0.523265435897436
plain,unigram,2_to_2,0.4,0.8,warm,2500,0.5380882051282052,1375,0.523265435897436
plain,unigram,2_to_2,0.4,0.9,cold,2500,0.51456,1309,0.523265435897436
plain,unigram,2_to_2,0.4,0.9,warm,2500,0.5380882051282052,1375,0.523265435897436
plain,unigram,2_to_2,0.4,1.0,cold,2500,0.51456,1309,0.523265435897436
plain,unigram,2_to_2,0.4,1.0,warm,2500,0.5380882051282052,1375,0.523265435897436
plain,unigram,2_to_2,0.5,0.0,cold,2500,0.22741333333333333,592,0.23365305128205127
plain,unigram,2_to_2,0.5,0.0,warm,2500,0.24427743589743592,635,0.23365305128205127
plain,unigram,2_to_2,0.5,0.1,cold,2500,0.32206,830,0.3294766025641026
plain,unigram,2_to_2,0.5,0.1,warm,2500,0.3421048717948718,887,0.3294766025641026
plain,unigram,2_to_2,0.5,0.2,cold,2500,0.3915266666666667,1004,0.40075010256410254
plain,unigram,2_to_2,0.5,0.2,warm,2500,0.41645487179487173,1075,0.40075010256410254
plain,unigram,2_to_2,0.5,0.3,cold,2500,0.4535666666666666,1158,0.4611127692307692
plain,unigram,2_to_2,0.5,0.3,warm,2500,0.4739615384615385,1215,0.4611127692307692
plain,unigram,2_to_2,0.5,0.4,cold,2500,0.49406000000000005,1260,0.502839435897436
plain,unigram,2_to_2,0.5,0.4,warm,2500,0.5177882051282052,1326,0.502839435897436
plain,unigram,2_to_2,0.5,0.5,cold,2500,0.5091933333333333,1297,0.5178494358974359
plain,unigram,2_to_2,0.5,0.5,warm,2500,0.5325882051282053,1362,0.5178494358974359
plain,unigram,2_to_2,0.5,0.56,cold,2500,0.5117933333333332,1303,0.5208317692307691
plain,unigram,2_to_2,0.5,0.56,warm,2500,0.5362215384615385,1371,0.5208317692307691
plain,unigram,2_to_2,0.5,0.6,cold,2500,0.5117933333333332,1303,0.5209797692307692
plain,unigram,2_to_2,0.5,0.6,warm,2500,0.5366215384615385,1372,0.5209797692307692
plain,unigram,2_to_2,0.5,0.7,cold,2500,0.5117933333333332,1303,0.5209797692307692
plain,unigram,2_to_2,0.5,0.7,warm,2500,0.5366215384615385,1372,0.5209797692307692
plain,unigram,2_to_2,0.5,0.8,cold,2500,0.5117933333333332,1303,0.5209797692307692
plain,unigram,2_to_2,0.5,0.8,warm,2500,0.5366215384615385,1372,0.5209797692307692
plain,unigram,2_to_2,0.5,0.9,cold,2500,0.5117933333333332,1303,0.5209797692307692
plain,unigram,2_to_2,0.5,0.9,warm,2500,0.5366215384615385,1372,0.5209797692307692
plain,unigram,2_to_2,0.5,1.0,cold,2500,0.5117933333333332,1303,0.5209797692307692
plain,unigram,2_to_2,0.5,1.0,warm,2500,0.5366215384615385,1372,0.5209797692307692
plain,unigram,2_to_2,0.6,0.0,cold,2500,0.2288133333333333,595,0.23301805128205128
plain,unigram,2_to_2,0.6,0.0,warm,2500,0.2401774358974359,626,0.23301805128205128
plain,unigram,2_to_2,0.6,0.1,cold,2500,0.32139333333333336,827,0.3273792692307692
plain,unigram,2_to_2,0.6,0.1,warm,2500,0.3375715384615384,876,0.3273792692307692
plain,unigram,2_to_2,0.6,0.2,cold,2500,0.3769266666666667,967,0.38635360256410256
plain,unigram,2_to_2,0.6,0.2,warm,2500,0.4024048717948718,1039,0.38635360256410256
plain,unigram,2_to_2,0.6,0.3,cold,2500,0.4255666666666666,1088,0.43451876923076915
plain,unigram,2_to_2,0.6,0.3,warm,2500,0.4497615384615385,1155,0.43451876923076915
plain,unigram,2_to_2,0.6,0.4,cold,2500,0.4713266666666666,1203,0.4799827692307692
plain,unigram,2_to_2,0.6,0.4,warm,2500,0.4947215384615385,1268,0.4799827692307692
plain,unigram,2_to_2,0.6,0.5,cold,2500,0.5018600000000001,1279,0.510343435897436
plain,unigram,2_to_2,0.6,0.5,warm,2500,0.5247882051282052,1343,0.510343435897436
plain,unigram,2_to_2,0.6,0.56,cold,2500,0.5103933333333333,1300,0.5180874358974359
plain,unigram,2_to_2,0.6,0.56,warm,2500,0.5311882051282052,1359,0.5180874358974359
plain,unigram,2_to_2,0.6,0.6,cold,2500,0.5121933333333333,1303,0.5203314358974359
plain,unigram,2_to_2,0.6,0.6,warm,2500,0.5341882051282052,1365,0.5203314358974359
plain,unigram,2_to_2,0.6,0.7,cold,2500,0.5139933333333333,1308,0.5225137692307693
plain,unigram,2_to_2,0.6,0.7,warm,2500,0.5370215384615386,1373,0.5225137692307693
plain,unigram,2_to_2,0.6,0.8,cold,2500,0.5139933333333333,1308,0.5225137692307693
plain,unigram,2_to_2,0.6,0.8,warm,2500,0.5370215384615386,1373,0.5225137692307693
plain,unigram,2_to_2,0.6,0.9,cold,2500,0.5139933333333333,1308,0.5225137692307693
plain,unigram,2_to_2,0.6,0.9,warm,2500,0.5370215384615386,1373,0.5225137692307693
plain,unigram,2_to_2,0.6,1.0,cold,2500,0.5139933333333333,1308,0.5225137692307693
plain,unigram,2_to_2,0.6,1.0,warm,2500,0.5370215384615386,1373,0.5225137692307693
plain,unigram,2_to_2,0.7,0.0,cold,2500,0.22314666666666666,581,0.22761038461538463
plain,unigram,2_to_2,0.7,0.0,warm,2500,0.23521076923076925,612,0.22761038461538463
plain,unigram,2_to_2,0.7,0.1,cold,2500,0.3174266666666667,817,0.3242019358974359
plain,unigram,2_to_2,0.7,0.1,warm,2500,0.3357382051282051,871,0.3242019358974359
plain,unigram,2_to_2,0.7,0.2,cold,2500,0.36756,944,0.3771349358974359
plain,unigram,2_to_2,0.7,0.2,warm,2500,0.3934382051282051,1014,0.3771349358974359
plain,unigram,2_to_2,0.7,0.3,cold,2500,0.4,1025,0.40942076923076925
plain,unigram,2_to_2,0.7,0.3,warm,2500,0.4254615384615385,1094,0.40942076923076925
plain,unigram,2_to_2,0.7,0.4,cold,2500,0.44616000000000006,1140,0.4538911025641026
plain,unigram,2_to_2,0.7,0.4,warm,2500,0.4670548717948718,1197,0.4538911025641026
plain,unigram,2_to_2,0.7,0.5,cold,2500,0.48036,1226,0.48910243589743596
plain,unigram,2_to_2,0.7,0.5,warm,2500,0.5039882051282052,1291,0.48910243589743596
plain,unigram,2_to_2,0.7,0.56,cold,2500,0.49889333333333336,1272,0.5071177692307692
plain,unigram,2_to_2,0.7,0.56,warm,2500,0.5211215384615384,1333,0.5071177692307692
plain,unigram,2_to_2,0.7,0.6,cold,2500,0.5048933333333333,1287,0.5129697692307692
plain,unigram,2_to_2,0.7,0.6,warm,2500,0.5267215384615385,1347,0.5129697692307692
plain,unigram,2_to_2,0.7,0.7,cold,2500,0.5116266666666667,1302,0.5198017692307693
plain,unigram,2_to_2,0.7,0.7,warm,2500,0.5337215384615385,1363,0.5198017692307693
plain,unigram,2_to_2,0.7,0.8,cold,2500,0.5126266666666667,1305,0.5213321025641026
plain,unigram,2_to_2,0.7,0.8,warm,2500,0.5361548717948719,1370,0.5213321025641026
plain,unigram,2_to_2,0.7,0.9,cold,2500,0.5126266666666667,1305,0.5213321025641026
plain,unigram,2_to_2,0.7,0.9,warm,2500,0.5361548717948719,1370,0.5213321025641026
plain,unigram,2_to_2,0.7,1.0,cold,2500,0.5126266666666667,1305,0.5213321025641026
plain,unigram,2_to_2,0.7,1.0,warm,2500,0.5361548717948719,1370,0.5213321025641026
plain,unigram,2_to_2,0.8,0.0,cold,2500,0.21334666666666666,556,0.2190683846153846
plain,unigram,2_to_2,0.8,0.0,warm,2500,0.22881076923076926,597,0.2190683846153846
plain,unigram,2_to_2,0.8,0.1,cold,2500,0.3102266666666667,798,0.3171499358974359
plain,unigram,2_to_2,0.8,0.1,warm,2500,0.3289382051282051,853,0.3171499358974359
plain,unigram,2_to_2,0.8,0.2,cold,2500,0.35656,916,0.3685029358974359
plain,unigram,2_to_2,0.8,0.2,warm,2500,0.38883820512820505,1001,0.3685029358974359
plain,unigram,2_to_2,0.8,0.3,cold,2500,0.37792000000000003,971,0.39001093589743596
plain,unigram,2_to_2,0.8,0.3,warm,2500,0.41059820512820516,1058,0.39001093589743596
plain,unigram,2_to_2,0.8,0.4,cold,2500,0.41208,1056,0.42173510256410257
plain,unigram,2_to_2,0.8,0.4,warm,2500,0.4381748717948718,1126,0.42173510256410257
plain,unigram,2_to_2,0.8,0.5,cold,2500,0.45536000000000004,1163,0.4636831025641026
plain,unigram,2_to_2,0.8,0.5,warm,2500,0.4778548717948718,1224,0.4636831025641026
plain,unigram,2_to_2,0.8,0.56,cold,2500,0.47476,1212,0.4837244358974359
plain,unigram,2_to_2,0.8,0.56,warm,2500,0.4989882051282052,1277,0.4837244358974359
plain,unigram,2_to_2,0.8,0.6,cold,2500,0.48636,1240,0.49488043589743597
plain,unigram,2_to_2,0.8,0.6,warm,2500,0.5093882051282053,1303,0.49488043589743597
plain,unigram,2_to_2,0.8,0.7,cold,2500,0.5024266666666667,1280,0.5114897692307692
plain,unigram,2_to_2,0.8,0.7,warm,2500,0.5269215384615384,1347,0.5114897692307692
plain,unigram,2_to_2,0.8,0.8,cold,2500,0.5070266666666666,1290,0.5162377692307691
plain,unigram,2_to_2,0.8,0.8,warm,2500,0.5319215384615384,1358,0.5162377692307691
plain,unigram,2_to_2,0.8,0.9,cold,2500,0.5080266666666666,1293,0.5177681025641026
plain,unigram,2_to_2,0.8,0.9,warm,2500,0.5343548717948718,1365,0.5177681025641026
plain,unigram,2_to_2,0.8,1.0,cold,2500,0.5080266666666666,1293,0.5177681025641026
plain,unigram,2_to_2,0.8,1.0,warm,2500,0.5343548717948718,1365,0.5177681025641026
plain,unigram,2_to_2,0.9,0.0,cold,2500,0.20714666666666667,538,0.21343571794871796
plain,unigram,2_to_2,0.9,0.0,warm,2500,0.22414410256410255,585,0.21343571794871796
plain,unigram,2_to_2,0.9,0.1,cold,2500,0.3029133333333333,780,0.3080482692307692
plain,unigram,2_to_2,0.9,0.1,warm,2500,0.3167915384615385,824,0.3080482692307692
plain,unigram,2_to_2,0.9,0.2,cold,2500,0.34956,897,0.3612562692307692
plain,unigram,2_to_2,0.9,0.2,warm,2500,0.3811715384615384,983,0.3612562692307692
plain,unigram,2_to_2,0.9,0.3,cold,2500,0.36592,940,0.37787526923076925
plain,unigram,2_to_2,0.9,0.3,warm,2500,0.3982315384615384,1028,0.37787526923076925
plain,unigram,2_to_2,0.9,0.4,cold,2500,0.38700000000000007,992,0.39877643589743594
plain,unigram,2_to_2,0.9,0.4,warm,2500,0.41882820512820507,1077,0.39877643589743594
plain,unigram,2_to_2,0.9,0.5,cold,2500,0.42396000000000006,1083,0.43440443589743594
plain,unigram,2_to_2,0.9,0.5,warm,2500,0.4521882051282051,1161,0.43440443589743594
plain,unigram,2_to_2,0.9,0.56,cold,2500,0.45016000000000006,1149,0.45860643589743594
plain,unigram,2_to_2,0.9,0.56,warm,2500,0.4729882051282051,1213,0.45860643589743594
plain,unigram,2_to_2,0.9,0.6,cold,2500,0.46196000000000004,1180,0.4709737692307693
plain,unigram,2_to_2,0.9,0.6,warm,2500,0.4863215384615384,1247,0.4709737692307693
plain,unigram,2_to_2,0.9,0.7,cold,2500,0.48749333333333333,1242,0.4969511025641026
plain,unigram,2_to_2,0.9,0.7,warm,2500,0.5130548717948719,1312,0.4969511025641026
plain,unigram,2_to_2,0.9,0.8,cold,2500,0.5010266666666666,1276,0.5105091025641025
plain,unigram,2_to_2,0.9,0.8,warm,2500,0.5266548717948718,1348,0.5105091025641025
plain,unigram,2_to_2,0.9,0.9,cold,2500,0.5044266666666667,1283,0.5139831025641026
plain,unigram,2_to_2,0.9,0.9,warm,2500,0.5302548717948719,1355,0.5139831025641026
plain,unigram,2_to_2,0.9,1.0,cold,2500,0.5054266666666667,1286,0.5155134358974359
plain,unigram,2_to_2,0.9,1.0,warm,2500,0.5326882051282052,1362,0.5155134358974359
plain,unigram,2_to_2,1.0,0.0,cold,2500,0.19914666666666664,516,0.20562071794871792
plain,unigram,2_to_2,1.0,0.0,warm,2500,0.21664410256410255,564,0.20562071794871792
plain,unigram,2_to_2,1.0,0.1,cold,2500,0.28998,747,0.2954849358974359
plain,unigram,2_to_2,1.0,0.1,warm,2500,0.30485820512820516,793,0.2954849358974359
plain,unigram,2_to_2,1.0,0.2,cold,2500,0.34196000000000004,878,0.35321226923076926
plain,unigram,2_to_2,1.0,0.2,warm,2500,0.3723715384615384,962,0.35321226923076926
plain,unigram,2_to_2,1.0,0.3,cold,2500,0.3575066666666667,918,0.36968393589743587
plain,unigram,2_to_2,1.0,0.3,warm,2500,0.3904182051282051,1007,0.36968393589743587
plain,unigram,2_to_2,1.0,0.4,cold,2500,0.3612666666666667,927,0.3743319358974359
plain,unigram,2_to_2,1.0,0.4,warm,2500,0.39657820512820513,1021,0.3743319358974359
plain,unigram,2_to_2,1.0,0.5,cold,2500,0.3614266666666666,927,0.37449193589743585
plain,unigram,2_to_2,1.0,0.5,warm,2500,0.39673820512820507,1021,0.37449193589743585
plain,unigram,2_to_2,1.0,0.56,cold,2500,0.3614266666666666,927,0.37449193589743585
plain,unigram,2_to_2,1.0,0.56,warm,2500,0.39673820512820507,1021,0.37449193589743585
plain,unigram,2_to_2,1.0,0.6,cold,2500,0.3614266666666666,927,0.37449193589743585
plain,unigram,2_to_2,1.0,0.6,warm,2500,0.39673820512820507,1021,0.37449193589743585
plain,unigram,2_to_2,1.0,0.7,cold,2500,0.3614266666666666,927,0.37449193589743585
plain,unigram,2_to_2,1.0,0.7,warm,2500,0.39673820512820507,1021,0.37449193589743585
plain,unigram,2_to_2,1.0,0.8,cold,2500,0.3614266666666666,927,0.37449193589743585
plain,unigram,2_to_2,1.0,0.8,warm,2500,0.39673820512820507,1021,0.37449193589743585
plain,unigram,2_to_2,1.0,0.9,cold,2500,0.3614266666666666,927,0.37449193589743585
plain,unigram,2_to_2,1.0,0.9,warm,2500,0.39673820512820507,1021,0.37449193589743585
plain,unigram,2_to_2,1.0,1.0,cold,2500,0.3614266666666666,927,0.37449193589743585
plain,unigram,2_to_2,1.0,1.0,warm,2500,0.39673820512820507,1021,0.37449193589743585
plain,unigram,2_to_3,0.0,0.0,cold,2500,0.2437133333333333,630,0.24148005128205124
plain,unigram,2_to_3,0.0,0.0,warm,2500,0.23767743589743587,623,0.24148005128205124
plain,unigram,2_to_3,0.0,0.1,cold,2500,0.41400666666666663,1054,0.41475093589743595
plain,unigram,2_to_3,0.0,0.1,warm,2500,0.41601820512820525,1078,0.41475093589743595
plain,unigram,2_to_3,0.0,0.2,cold,2500,0.4558199999999999,1158,0.46307626923076917
plain,unigram,2_to_3,0.0,0.2,warm,2500,0.47543153846153846,1221,0.46307626923076917
plain,unigram,2_to_3,0.0,0.3,cold,2500,0.4579,1163,0.4649466025641026
plain,unigram,2_to_3,0.0,0.3,warm,2500,0.4769448717948719,1224,0.4649466025641026
plain,unigram,2_to_3,0.0,0.4,cold,2500,0.4575,1162,0.46454660256410263
plain,unigram,2_to_3,0.0,0.4,warm,2500,0.47654487179487187,1223,0.46454660256410263
plain,unigram,2_to_3,0.0,0.5,cold,2500,0.4575,1162,0.46454660256410263
plain,unigram,2_to_3,0.0,0.5,warm,2500,0.47654487179487187,1223,0.46454660256410263
plain,unigram,2_to_3,0.0,0.56,cold,2500,0.4575,1162,0.46454660256410263
plain,unigram,2_to_3,0.0,0.56,warm,2500,0.47654487179487187,1223,0.46454660256410263
plain,unigram,2_to_3,0.0,0.6,cold,2500,0.4575,1162,0.46454660256410263
plain,unigram,2_to_3,0.0,0.6,warm,2500,0.47654487179487187,1223,0.46454660256410263
plain,unigram,2_to_3,0.0,0.7,cold,2500,0.4575,1162,0.46454660256410263
plain,unigram,2_to_3,0.0,0.7,warm,2500,0.47654487179487187,1223,0.46454660256410263
plain,unigram,2_to_3,0.0,0.8,cold,2500,0.4575,1162,0.46454660256410263
plain,unigram,2_to_3,0.0,0.8,warm,2500,0.47654487179487187,1223,0.46454660256410263
plain,unigram,2_to_3,0.0,0.9,cold,2500,0.4575,1162,0.46454660256410263
plain,unigram,2_to_3,0.0,0.9,warm,2500,0.47654487179487187,1223,0.46454660256410263
plain,unigram,2_to_3,0.0,1.0,cold,2500,0.4575,1162,0.46454660256410263
plain,unigram,2_to_3,0.0,1.0,warm,2500,0.47654487179487187,1223,0.46454660256410263
plain,unigram,2_to_3,0.1,0.0,cold,2500,0.25417999999999996,657,0.25432705128205124
plain,unigram,2_to_3,0.1,0.0,warm,2500,0.2545774358974359,667,0.25432705128205124
plain,unigram,2_to_3,0.1,0.1,cold,2500,0.41365999999999997,1054,0.4177290512820513
plain,unigram,2_to_3,0.1,0.1,warm,2500,0.4246574358974359,1098,0.4177290512820513
plain,unigram,2_to_3,0.1,0.2,cold,2500,0.49451999999999996,1255,0.49984610256410256
plain,unigram,2_to_3,0.1,0.2,warm,2500,0.5089148717948718,1304,0.49984610256410256
plain,unigram,2_to_3,0.1,0.3,cold,2500,0.5222,1325,0.5281294871794872
