normalization,word_ngram,document_variant,model,mode,queries,recall_at_50,queries_with_hit,benchmark_mix_63_cold_37_warm
russian_snowball,unigram_bigram,all_text,tfidf,warm,2500,0.2382574358974359,624,0.24403405128205125
russian_snowball,unigram_bigram,title,tfidf,cold,2500,0.2173333333333333,562,0.22342505128205126
russian_snowball,unigram_bigram,title,tfidf,warm,2500,0.2337974358974359,612,0.22342505128205126
russian_snowball,unigram_bigram,title_params,tfidf,cold,2500,0.22374666666666668,580,0.22743338461538462
russian_snowball,unigram_bigram,title_params,tfidf,warm,2500,0.23371076923076922,614,0.22743338461538462
russian_snowball,unigram_to_trigram,all_text,tfidf,cold,2500,0.22630666666666666,583,0.22428305128205128
russian_snowball,unigram_to_trigram,all_text,tfidf,warm,2500,0.2208374358974359,580,0.22428305128205128
russian_snowball,unigram_to_trigram,title,tfidf,cold,2500,0.2153333333333333,557,0.22090705128205124
russian_snowball,unigram_to_trigram,title,tfidf,warm,2500,0.2303974358974359,604,0.22090705128205124
russian_snowball,unigram_to_trigram,title_params,tfidf,cold,2500,0.19826666666666665,513,0.2011393846153846
russian_snowball,unigram_to_trigram,title_params,tfidf,warm,2500,0.20603076923076924,540,0.2011393846153846
